Date,Close,High,Low,Open,Volume,Daily_Return,MA20,MA50,MA200,Volatility_20,RSI,MACD,Signal_Line,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,Trend_Score,Market_Regime,Recommendation
2020-02-25,630.71484375,646.3001152119884,627.864922735704,646.3001152119884,27745062,-0.01975825660633801,647.3687683105469,,,0.017217877581764567,48.02766007030187,-4.720567435939074,-4.815121035178313,0.094553599239239,647.3687683105469,673.7711319854474,620.9664046356464,25,Neutral,BEARISH HOLD
2020-02-26,619.849609375,628.911356956024,617.779020325235,627.8649155292255,29362748,-0.01722685692697401,645.5931610107422,,,0.016903189641359766,38.95620806394053,-6.837182517751216,-5.219533331692894,-1.6176491860583226,645.5931610107422,674.3992768705475,616.7870451509368,0,Bearish,BEARISH HOLD
2020-02-27,617.2891845703125,620.6511494965837,609.6078101962304,618.0683975689975,25054993,-0.004130719397031135,643.5091857910156,,,0.016795654119293377,35.8176287565192,-8.621832979171586,-5.899993261188632,-2.721839717982954,643.5091857910156,674.209313535894,612.8090580461372,0,Bearish,BEARISH HOLD
2020-02-28,591.6402587890625,604.264378720804,590.0149512052195,603.3292278998576,39315769,-0.04155090745531842,640.9465209960938,,,0.018308960774829755,31.6240296261185,-11.96787704426822,-7.11357001780455,-4.854307026463671,640.9465209960938,679.4324072034242,602.4606347887634,0,Bearish,BEARISH HOLD
2020-03-02,586.073974609375,609.6077258365907,579.3722800369876,603.4181347083037,29500495,-0.009408224164934698,638.8202392578125,,,0.01785515280589518,29.839637263747193,-14.897069542147847,-8.67026992267321,-6.226799619474637,638.8202392578125,684.2507065823539,593.3897719332712,0,Bearish,BEARISH HOLD
2020-03-03,597.96337890625,602.8838887991839,588.6789907987993,592.1077777316948,27398798,0.020286524930235084,637.8706481933593,,,0.018223725630304326,32.03074819869791,-16.073811247093204,-10.15097818755721,-5.922833059535995,637.8706481933593,685.9425758962423,589.7987204904764,0,Bearish,BEARISH HOLD
2020-03-04,596.5607299804688,602.8393785511545,582.400359715697,602.0378717145262,22105261,-0.0023457104151543007,635.9403015136719,,,0.016707753573133397,27.590939836290886,-16.924474762174327,-11.505677502480633,-5.418797259693694,635.9403015136719,687.4470758415868,584.433527185757,0,Bearish,BEARISH HOLD
2020-03-05,583.8475341796875,604.6873035839145,581.5542452021383,602.126845697354,30510390,-0.021310815750807954,632.8822448730468,,,0.016590432528247365,24.21699180892996,-18.412235588443423,-12.886989119673192,-5.525246468770231,632.8822448730468,689.1632859093775,576.6012038367162,0,Bearish,BEARISH HOLD
2020-03-06,565.968994140625,573.605840695423,552.6547183160529,565.5237125645812,33734039,-0.030621932940390062,628.7231994628906,,,0.017319177577051408,18.407214815081375,-20.79424244304164,-14.468439784346883,-6.325802658694757,628.7231994628906,691.8232574746305,565.6231414511508,0,Bearish,BEARISH HOLD
2020-03-09,496.1245727539063,552.6101407818697,487.5971935340272,552.1870935973562,88187018,-0.12340679809283794,621.609619140625,,,0.031333366864897884,12.869655453706528,-27.99515046033639,-17.173781919544783,-10.821368540791607,621.609619140625,707.9253810033849,535.2938572778651,0,Bearish,BEARISH HOLD
2020-03-11,513.6690673828125,524.756872658128,493.3859029809728,493.3859029809728,59578576,0.03536308337141936,615.3298522949219,,,0.03297758901948899,19.755178619168717,-31.91829363214663,-20.122684262065153,-11.795609370081475,615.3298522949219,713.6742662966665,516.9854382931774,0,Bearish,BEARISH HOLD
2020-03-12,473.3477478027344,490.26892105164063,466.9800437585421,483.14423842846696,55970485,-0.07849668617485317,606.652180480957,642.8427996826172,,0.03583894899025319,11.535762610321939,-37.84475558645272,-23.66709852694267,-14.17765705951005,606.652180480957,722.3617462306321,490.94261473128194,0,Bearish,BEARISH HOLD
2020-03-13,492.1836853027344,507.6353699155986,419.6452759893119,444.4036117258848,73297403,0.03979302233386739,598.5255584716797,639.2421496582032,,0.03743525005984211,18.14375946859873,-40.55413383456755,-27.044505588467644,-13.509628246099908,598.5255584716797,722.5530562729111,474.4980606704483,0,Bearish,BEARISH HOLD
2020-03-16,452.2853393554688,480.7841591374453,447.5206784786443,472.2567802513006,38482258,-0.08106393433728853,588.3182983398438,634.6146508789062,,0.040122781857529766,16.778875479087745,-45.39748474458679,-30.71510141969147,-14.68238332489532,588.3182983398438,725.2146074547752,451.4219892249123,0,Bearish,BEARISH HOLD
2020-03-17,448.8566284179688,472.0119237181846,446.7192174587202,466.3344054216944,45445979,-0.0075808580096495826,577.6401428222656,629.9021032714844,,0.039707781249642124,17.33843483537811,-48.948298042384295,-34.36174074423004,-14.586557298154254,577.6401428222656,723.2393917956203,432.04089384891086,0,Bearish,BEARISH HOLD
2020-03-18,431.2674560546875,461.280292373532,427.9277554968568,456.5601596607462,44730415,-0.039186616058842105,566.2907043457031,625.1552661132813,,0.03985692663780061,16.92954800194201,-52.57558377143465,-38.00450934967096,-14.57107442176369,566.2907043457031,720.5602816169328,412.0211270744735,0,Bearish,BEARISH HOLD
2020-03-19,408.64654541015625,430.5995508438921,397.2915384995935,409.715250893795,61404010,-0.052452162403978764,554.051791381836,619.750283203125,,0.04036811194524229,15.816721522159412,-56.62283943653438,-41.72817536704365,-14.89466406949073,554.051791381836,717.7647920762399,390.33879068743204,0,Bearish,BEARISH HOLD
2020-03-20,453.2872924804688,460.8350229658722,414.123649892298,418.35394359459445,63360475,0.10924048562678257,543.2344848632813,615.3400891113281,,0.04904584866569015,28.660702366986115,-55.58740647980363,-44.50002158959565,-11.087384890207986,543.2344848632813,703.3419057978729,383.1270639286897,0,Bearish,BEARISH HOLD
2020-03-23,393.6623840332031,423.0295340861357,389.9219001729814,407.9785720617482,40670949,-0.1315388925221962,529.8333541870118,609.4270281982422,,0.05515631266284623,24.56439365363579,-58.89909806813205,-47.37983688530293,-11.51926118282912,529.8333541870118,693.0334689657013,366.63323940832225,0,Bearish,BEARISH HOLD
2020-03-24,420.0906066894531,431.9354232678665,398.8946097412174,414.1236553813101,45734887,0.06713423412591268,518.6664916992188,604.0456481933594,,0.05879239042030494,27.35671531262696,-58.714279151159985,-49.64672533847434,-9.067553812685645,518.6664916992188,679.6886224315595,357.64436096687814,0,Bearish,BEARISH HOLD
2020-03-25,481.919677734375,512.778550360912,428.9296884312166,429.17459327724464,73130298,0.14718032267412307,511.2267333984375,599.9360290527344,,0.06959816372588948,37.35199043904026,-52.96813582343975,-50.311007435467424,-2.657128387972328,511.2267333984375,663.9887404891437,358.4647263077313,0,Bearish,BEARISH HOLD
2020-03-26,474.772705078125,497.34913321338615,464.1524430486921,487.9534251497577,45744488,-0.014830215462148577,503.97288818359374,595.8108227539062,,0.06958906079965335,37.81645593352276,-48.432675071183894,-49.935340962610724,1.5026658914268296,503.97288818359374,648.5773926898685,359.36838367731895,25,Neutral,BEARISH HOLD
2020-03-27,474.5055541992188,493.0743302616386,465.86685415365895,487.5972184603352,41657940,-0.0005626921599509727,496.8337066650391,591.7297009277344,,0.0696120230064528,39.365220466984816,-44.348623269059374,-48.81799742390045,4.469374154841077,496.8337066650391,631.6498234798728,362.0175898502054,25,Neutral,BEARISH HOLD
2020-03-30,458.85345458984375,478.6022562103133,454.20014346811496,463.37321097095526,30229866,-0.03298612517990385,490.1943664550781,587.2104089355469,,0.06943881443904672,45.04146686507836,-41.89207070610212,-47.43281208034079,5.540741374238671,490.1943664550781,618.2615206158418,362.1272122943144,25,Neutral,BEARISH HOLD
2020-03-31,495.9464721679688,503.0934193486525,466.668378147016,478.2237612689132,44292810,0.08083848384944914,485.6879913330078,583.0491345214843,,0.07237279225831951,47.758770271000415,-36.531031589791155,-45.25245598223087,8.721424392439715,485.6879913330078,605.635102490138,365.74088017587763,50,Bullish,BULLISH HOLD
2020-04-01,481.1181640625,500.7778787446454,465.4215441889714,499.7314374197435,41597459,-0.029899009142354993,479.8457305908203,579.0245654296875,,0.0722896875612332,51.05038676704335,-33.09736419266426,-42.82143762431755,9.724073431653288,479.8457305908203,587.5218535961562,372.16960758548447,50,Bullish,BULLISH HOLD
2020-04-03,479.7822570800781,505.1640473665368,470.36428521360847,505.1640473665368,41367807,-0.0027766712674941463,474.0068069458008,574.9594744873046,,0.07228787200974503,48.24035083343553,-30.13655907735722,-40.28446191492548,10.14790283756826,474.0068069458008,566.6498148288056,381.3637990627961,50,Bullish,BULLISH HOLD
2020-04-07,537.0694580078125,540.58724198078,489.8237144682163,490.7588355221403,54373624,0.11940249995149954,471.667903137207,572.045025024414,,0.0776124662938909,61.4643654684253,-22.903484236914437,-36.80826637932327,13.904782142408834,471.667903137207,554.4745339419194,388.8612723324947,50,Bullish,BULLISH HOLD
2020-04-08,530.8574829101562,547.2666119015739,516.5412959187852,525.4471639311407,49880330,-0.011566427777700783,469.9123275756836,569.064223022461,,0.0773503751265159,61.00518156106075,-17.471079065019694,-32.94082891646256,15.469749851442863,469.9123275756836,545.4727261119424,394.35192903942476,50,Bullish,BULLISH HOLD
2020-04-09,543.2366943359375,548.9587106749909,531.2360300150857,540.5871800325931,33032857,0.023319274615700047,472.26793365478517,566.378207397461,,0.07182770215456565,65.2403086967849,-12.02830510931318,-28.758324155032682,16.7300190457195,472.26793365478517,553.957885419224,390.5779818903463,50,Bullish,BULLISH HOLD
2020-04-13,529.521728515625,541.0325844995617,525.447253374809,536.1120743446078,23673784,-0.025246758849893136,473.0605667114258,563.551480102539,,0.07184516038842306,66.86129681574519,-8.721020165473305,-24.750863357120807,16.0298431916475,473.0605667114258,556.7256972841462,389.3954361387054,50,Bullish,BULLISH HOLD
2020-04-15,512.0216064453125,550.3837133914021,508.9713385264956,533.0394909756521,35321842,-0.03304892156053629,474.9942596435547,560.6846771240234,,0.06979001220641677,58.864242018936956,-7.426478791544241,-21.285986444005495,13.859507652461254,474.9942596435547,560.4557358860732,389.5327834010362,50,Bullish,BULLISH HOLD
2020-04-16,520.1259155273438,528.7646148704049,509.8619089009577,512.0215540116548,37455706,0.01582806073027876,476.39137115478513,557.9078216552734,,0.06938760992323399,72.60064946999726,-5.681107146833256,-18.165010584571046,12.48390343773779,476.39137115478513,563.9245290517115,388.85821325785884,50,Bullish,BULLISH HOLD
2020-04-17,545.0401611328125,547.7119694676354,531.0801974114287,541.4778491032873,33269335,0.04790041192277217,481.0291122436523,555.9507537841797,,0.06691604730905491,72.45157555137416,-2.261447580348886,-14.984297983726615,12.722850403377729,481.0291122436523,572.9056174270311,389.15260706027357,50,Bullish,BULLISH HOLD
2020-04-20,553.85693359375,559.7347681895708,535.2436321732976,545.9306852340615,36030932,0.01617637210919054,486.2791275024414,554.4559002685547,,0.06677098919867902,65.96815419344577,1.146876636206116,-11.758063059740069,12.904939695946185,486.2791275024414,582.3204646718484,390.2377903330344,50,Bullish,BULLISH HOLD
2020-04-21,550.9848022460938,557.5083250081677,518.3224819342147,538.8059664932713,61371628,-0.005185691779680646,492.2649948120117,553.1364923095703,,0.06580771901332161,67.24431804057677,3.575030411913872,-8.69144436540928,12.266474777323152,492.2649948120117,588.7916595923953,395.7383300316282,50,Bullish,BULLISH HOLD
2020-04-22,607.2032470703125,616.6880417343276,578.8825664491623,587.7884356237253,142683366,0.1020326596941401,502.19282989501954,552.5772039794922,,0.06661596059560668,73.95881821387638,9.921351271600884,-4.968885238007248,14.890236509608131,502.19282989501954,603.2453481613363,401.14031162870276,50,Bullish,BULLISH HOLD
2020-04-23,610.4539184570312,617.1110859522549,602.6167250854138,608.8731391707544,65464502,0.0053535144984862,510.05116119384763,551.886109008789,,0.06343553649883536,78.65497696708478,15.039788964351942,-0.9671503975354097,16.00693936188735,510.05116119384763,619.209470826295,400.8928515614002,50,Bullish,BULLISH HOLD
2020-04-24,630.9819946289062,665.692673747736,599.9004494609227,601.2140598103026,134986308,0.03362756065807759,521.9171417236328,551.5227508544922,,0.052988003599048025,77.22903843952723,20.516134669370786,3.3295066158458293,17.186628053524956,521.9171417236328,629.3862930538688,414.4479903933967,50,Bullish,BULLISH HOLD
2020-04-27,636.659423828125,656.8089776563307,633.6536843523593,638.5519000387314,58482901,0.008997767365070075,532.7455825805664,551.4880157470703,,0.05215072848234964,82.56570229103427,25.025817141680818,7.668768721012828,17.35704842066799,532.7455825805664,640.656591973475,424.8345731876578,50,Bullish,BULLISH HOLD
2020-04-28,635.9469604492188,648.1034431126441,619.9163502379175,645.6766291201964,78453401,-0.001119065158295074,540.4469467163086,551.4216668701172,,0.04322922708013821,82.78181332475758,28.217014967063164,11.778417970222897,16.438596996840268,540.4469467163086,654.8734479285541,426.0204455040631,50,Bullish,BULLISH HOLD
2020-04-29,635.41259765625,647.3019715047586,632.3178017703171,643.4056688448253,37494672,-0.0008402631448876097,548.4789413452148,551.1918951416015,,0.042835720981415956,77.10145278564399,30.35305252805665,15.493344881789648,14.859707646267003,548.4789413452148,666.0050862015663,430.9527964888633,50,Bullish,BULLISH HOLD
2020-04-30,652.8013305664062,665.6926172797448,640.3553848329962,647.4355395070829,71345899,0.027366049987512797,557.3937301635742,551.1535992431641,,0.04273922700971051,81.65531914084558,33.067817886020634,19.008239482635844,14.05957840338479,557.3937301635742,678.2943023064272,436.49315802072124,75,Strong Bullish,BULLISH HOLD
2020-05-04,639.0863037109375,652.3560500195231,631.1822890196224,641.2237145072914,53456868,-0.021009495865409566,566.4053726196289,550.8067144775391,,0.04208219609248123,74.71016225878324,33.72385335594345,21.951362257297365,11.772491098646082,566.4053726196289,683.1775766876191,449.63316855163873,75,Strong Bullish,BULLISH HOLD
2020-05-05,650.4190063476562,658.5901902105282,644.4298209519568,647.3242698899517,44903763,0.017732663915521085,574.1289993286133,550.5666998291016,,0.03936164009159618,81.55507742442592,34.75755710133694,24.512601226105282,10.24495587523166,574.1289993286133,691.7103683435643,456.54763031366235,75,Strong Bullish,BULLISH HOLD
2020-05-06,650.4635620117188,661.2396721044524,643.6728107196592,651.9107566845831,40489094,6.850301671335046e-05,582.5962692260742,550.4108465576172,,0.03813989885727846,89.75705466243804,35.17489573430453,26.645060127745133,8.529835606559395,582.5962692260742,696.3018946065965,468.8906438455519,75,Strong Bullish,BULLISH HOLD
2020-05-07,671.0361328125,674.0196380436263,643.4501981639638,647.9031324834183,50026966,0.03162755302872844,592.1589630126953,550.7630731201172,,0.0380312476395561,90.44154906102496,36.7421336931385,28.664474840823807,8.077658852314691,592.1589630126953,701.5444138239186,482.773512201472,75,Strong Bullish,BULLISH HOLD
2020-05-08,695.4605712890625,703.5203455803562,684.4617604589652,687.9796035544326,84262770,0.036398097333735,600.0785186767578,551.2796160888672,,0.03001879045721619,90.41639006163591,39.499701161088865,30.83152010487682,8.668181056212045,600.0785186767578,715.4420826647511,484.71495468876446,75,Strong Bullish,BULLISH HOLD
2020-05-11,702.1400146484375,719.1502462326481,700.1361881322265,703.5649156731971,67085063,0.009604345142089743,608.6426452636719,552.088716430664,,0.029459365661877176,90.30503800117724,41.74288253745499,33.01379259139245,8.729089946062537,608.6426452636719,727.7398487214915,489.5454418058522,75,Strong Bullish,BULLISH HOLD
2020-05-12,658.7014770507812,698.3772514173569,652.3560664564766,696.79641276918,100683202,-0.06186591946252484,614.415884399414,552.3941888427735,,0.03393245857637198,73.98848550520947,39.55947597225975,34.32292926756591,5.236546704693836,614.415884399414,731.3378339035328,497.4939348952953,75,Strong Bullish,BULLISH HOLD
2020-05-13,672.677001953125,686.4096865474885,653.5950534044931,686.4096865474885,66430125,0.02121678087760892,621.5736480712891,553.233432006836,,0.03295286123978916,67.96020340304301,38.51286625131354,35.16091666431544,3.351949586998103,621.5736480712891,734.0563431707626,509.0909529718156,75,Strong Bullish,BULLISH HOLD
2020-05-14,645.4813232421875,672.7893884091039,642.8291930409412,660.3377943598729,49266771,-0.04042903002774667,628.2466339111328,553.7460662841797,,0.03352659611429378,58.49274617671111,35.08452396592406,35.145638124637166,-0.061114158713102995,628.2466339111328,728.5388875000972,527.9543803221684,50,Bullish,BULLISH HOLD
2020-05-15,656.0225219726562,659.3039915320402,636.1089830747022,649.0999689371046,62152260,0.016330757143400154,635.0414642333984,554.5207330322265,,0.03352966799730077,56.38031573748179,32.8395705189364,34.684424603497014,-1.844854084560616,635.0414642333984,722.02127126552,548.0616572012768,50,Bullish,BULLISH HOLD
2020-05-18,647.6389770507812,666.181474909855,641.9076865534937,660.7873261418357,62796089,-0.012779355343877086,640.1714050292969,555.6407073974609,,0.032867982716421835,52.759530627140535,30.037690924036497,33.75507786760491,-3.717386943568414,640.1714050292969,716.215989412935,564.1268206456589,50,Bullish,BULLISH HOLD
2020-05-19,633.3218994140625,657.0563561877386,630.7821895369445,654.9436171986698,42315854,-0.022106571939069952,644.1446533203125,556.5856658935547,,0.03354593764276657,49.38246469083319,26.358073185797934,32.27567693124352,-5.917603745445582,644.1446533203125,708.6250756044449,579.6642310361801,25,Neutral,BEARISH HOLD
2020-05-20,644.4699096679688,650.3810366625504,626.1746060014038,633.8163858969135,55320985,0.017602439240171908,648.8189086914062,557.5157965087891,,0.033488240513275674,52.029358310051,24.064104856312497,30.633362516257314,-6.569257659944817,648.8189086914062,696.1332388879524,601.5045784948601,25,Neutral,BEARISH HOLD
2020-05-21,647.8637084960938,656.9438839898754,640.5590706705585,645.0542141170009,39167981,0.005266031473639243,650.8519317626954,558.5418560791015,,0.025215379863144604,48.81966621844973,22.2633317997703,28.95935637295991,-6.696024573189611,650.8519317626954,693.9429082471811,607.7609552782096,25,Neutral,BEARISH HOLD
2020-05-22,643.5034790039062,655.3931503743523,641.233434844536,652.6061872445827,37828973,-0.006730164747627332,652.5044097900391,559.7349749755859,,0.025314518196057283,51.10535877003082,20.25093196065518,27.217671490498965,-6.966739529843785,652.5044097900391,691.4033065803006,613.6055129997775,25,Neutral,BEARISH HOLD
2020-05-26,640.132080078125,651.6621368125705,636.6483020759156,650.9653812121286,33216635,-0.00523913084510419,652.9619140625,561.2182366943359,,0.024307167413322013,47.31896265117929,18.174542064583534,25.40904560531588,-7.234503540732348,652.9619140625,691.0007136438915,614.9231144811085,25,Neutral,BEARISH HOLD
2020-05-27,649.7966918945312,653.5950802585778,634.7154397533718,643.2562252592883,35667956,0.01509784014453186,653.6187774658204,564.2916790771484,,0.024450591984289744,49.83449567077272,17.11158976025672,23.749554436304052,-6.637964676047332,653.6187774658204,690.9187897488331,616.3187651828076,25,Neutral,BEARISH HOLD
